region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4
1;Norte;17;TO;Tocantins;1718550;Riachinho;75295.342;19013.98;66631.43;16826.12;68536.425;14511.21;19680.817;1684.633;7722.955;38097.88;67186.284;1350.141;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;96.4;0.963886;183.41;173.08;4.611153;4.4;;96.4;0.963886;183.41;173.08;4.611153;4.4;;94.0;0.941157;259.37;249.79;4.071723;3.8;;94.0;0.941157;259.37;249.79;4.071723;3.8;;;;;;;;;84.2;0.832034;236.96;252.73;4.828167;4.0;;84.2;0.832034;236.96;252.73;4.828167;4.0;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718659;Rio da Conceição;45739.445;25870.73;29757.58;16831.21;29142.464;13180.67;1582.16;1302.956;4383.27;21266.122;28534.509;607.955;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;95.4;0.956171;199.53;191.38;5.251514;5.0;;95.4;0.956171;199.53;191.38;5.251514;5.0;;98.5;0.99118;239.82;241.77;3.677084;3.6;;98.5;0.99118;239.82;241.77;3.677084;3.6;;97.8;0.976875;242.11;254.56;4.9445;4.8;;97.8;0.976875;242.11;254.56;4.9445;4.8;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718709;Rio dos Bois;88774.984;32423.3;94635.026;34563.56;85928.248;29846.56;49060.335;1876.378;8525.059;24478.63;83940.403;1987.845;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;95.1;0.943555;201.99;200.91;5.471733;5.2;;95.1;0.943555;201.99;200.91;5.471733;5.2;;86.2;0.860399;259.96;274.82;4.45471;3.8;;86.2;0.860399;259.96;274.82;4.45471;3.8;;87.4;0.872327;225.76;231.1;4.281;3.7;;87.4;0.872327;225.76;231.1;4.281;3.7;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718758;Rio Sono;150795.103;31149.58;105483.088;21789.52;111443.415;17150.42;44815.696;3728.719;12207.273;47724.776;108476.464;2966.951;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;6;True;98.6;0.984699;211.82;201.83;5.676056;5.6;;98.6;0.98551;211.82;201.83;5.676056;5.6;;98.7;0.987004;246.04;238.7;3.718486;3.7;;98.7;0.987004;246.04;238.7;3.718486;3.7;;97.3;0.970383;223.56;220.5;4.067667;3.9;;96.9;0.96771;223.56;220.5;4.067667;3.9;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718808;Sampaio;70136.476;16639.73;87893.354;20852.52;145863.184;29914.52;89574.589;3454.845;12570.449;38255.719;143855.602;2007.582;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;96.1;0.955266;199.72;182.54;5.094412;4.9;;96.1;0.955266;199.72;182.54;5.094412;4.9;;95.6;0.955664;266.23;263.9;4.379298;4.2;;95.6;0.955664;266.23;263.9;4.379298;4.2;;97.8;0.977544;248.17;247.28;4.924167;4.8;;97.8;0.977544;248.17;247.28;4.924167;4.8;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718840;Sandolândia;134401.907;36100.43;119920.648;32210.76;116736.092;34629.51;69974.205;2224.345;12801.715;27967.935;112968.2;3767.893;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;4;True;;;;;;;;;;;;;;;96.1;0.962908;265.55;266.13;4.403131;4.2;;96.1;0.962908;265.55;266.13;4.403131;4.2;;97.9;0.982447;247.18;240.06;4.787333;4.7;;97.9;0.982447;247.18;240.06;4.787333;4.7;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718865;Santa Fé do Araguaia;202706.984;28091.32;195531.995;27097.01;175926.902;22913.12;78913.368;4573.946;27045.796;56952.791;167485.901;8441.002;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;6;True;96.1;0.960998;184.78;174.05;4.654934;4.5;;96.0;0.958763;184.78;174.05;4.654934;4.5;;85.7;0.852519;235.21;226.97;3.39078;2.9;;85.7;0.852519;235.21;226.97;3.39078;2.9;;92.3;0.920892;233.28;243.93;4.620167;4.3;;92.7;0.926803;233.28;243.93;4.620167;4.3;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718881;Santa Maria do Tocantins;118353.126;44161.61;112561.78;42000.66;139630.247;39477.03;94479.439;3383.724;11794.701;27605.699;137263.562;2366.685;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;6;True;90.5;0.909184;209.14;195.67;5.51291;5.0;;90.5;0.909184;209.14;195.67;5.51291;5.0;;95.8;0.966888;250.01;236.35;3.739064;3.6;;95.8;0.966888;250.01;236.35;3.739064;3.6;;98.8;0.989117;220.0;222.81;4.046833;4.0;;98.8;0.989117;220.0;222.81;4.046833;4.0;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718899;Santa Rita do Tocantins;275184.548;124012.87;222462.878;100253.66;180272.582;74895.13;114173.948;3708.306;30223.059;21673.075;169778.388;10494.193;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.3;0.994062;177.53;175.18;4.537121;4.5;;99.3;0.994062;177.53;175.18;4.537121;4.5;;98.8;0.990143;255.3;250.98;4.032374;4.0;;98.8;0.990143;255.3;250.98;4.032374;4.0;;100.0;1.0;238.92;236.15;4.5845;4.6;;96.9;0.969095;238.92;236.15;4.5845;4.4;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718907;Santa Rosa do Tocantins;419882.078;90239.0;464796.61;99827.45;307685.016;63257.61;177193.151;7929.517;65327.364;41786.015;292236.047;15448.97;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;96.7;0.965909;167.52;160.99;4.08809;3.9;;96.7;0.965909;167.52;160.99;4.08809;3.9;;99.4;0.99187;247.69;241.11;3.777738;3.7;;99.4;0.99187;247.69;241.11;3.777738;3.7;;98.9;0.988625;271.02;256.98;5.466667;5.4;;89.1;0.893795;250.24;242.75;4.883167;4.4;;79.3;0.798711;217.48;220.32;3.963333;3.2;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1719004;Santa Tereza do Tocantins;57245.632;20584.55;47243.988;16988.13;48098.437;16427.06;12488.706;2016.913;6807.329;25103.999;46416.946;1681.491;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;99.5;0.996141;188.47;171.27;4.674808;4.7;;99.5;0.996141;188.47;171.27;4.674808;4.7;;96.9;0.970573;269.2;262.24;4.396162;4.3;;96.9;0.970573;269.2;262.24;4.396162;4.3;;96.9;0.968339;224.7;222.88;4.126333;4.0;;97.2;0.972128;224.7;222.88;4.126333;4.0;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720002;Santa Terezinha do Tocantins;46685.867;19403.93;42844.64;17807.41;41930.976;16573.51;13774.261;1014.95;4757.276;21266.248;40812.734;1118.242;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;7;True;99.5;0.995521;226.06;201.74;5.946175;5.9;;99.5;0.995521;226.06;201.74;5.946175;5.9;;98.9;0.990489;274.85;258.39;4.417881;4.4;;98.9;0.990489;274.85;258.39;4.417881;4.4;;100.0;1.0;253.54;238.21;4.8625;4.9;;96.6;0.962568;249.73;234.13;4.731;4.6;;94.4;0.94089;246.98;231.19;4.636167;4.4;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720101;São Bento do Tocantins;90981.939;16091.61;79930.023;14136.9;73589.547;13485.35;16583.676;1700.455;11641.153;40518.937;70444.221;3145.325;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;4;True;;;;;;;;;;;;;;;98.7;0.987561;258.51;252.19;4.095572;4.0;;98.7;0.987561;258.51;252.19;4.095572;4.0;;96.4;0.963671;241.0;240.29;4.688167;4.5;;91.8;0.918393;241.0;240.29;4.688167;4.3;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720150;São Félix do Tocantins;42354.936;23754.87;33019.384;18519.0;36540.734;22696.11;11872.463;1042.354;6035.47;16616.581;35566.867;973.866;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;100.0;1.0;163.75;162.79;4.048871;4.0;;100.0;1.0;163.75;162.79;4.048871;4.0;;97.2;0.9648;241.65;234.78;3.598146;3.5;;97.2;0.9648;241.65;234.78;3.598146;3.5;;96.2;0.964624;218.95;219.24;3.969833;3.8;;96.2;0.964624;218.95;219.24;3.969833;3.8;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720200;São Miguel do Tocantins;239633.87;18097.87;233758.434;17654.14;255814.091;20555.57;127108.471;5606.159;27537.827;90078.104;250330.56;5483.531;Produção florestal, pesca e aquicultura;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;91.7;0.912065;188.1;180.37;4.833202;4.4;;91.7;0.912065;188.1;180.37;4.833202;4.4;;91.0;0.915457;254.41;262.58;4.193527;3.8;;91.0;0.915457;254.41;262.58;4.193527;3.8;;95.6;0.959747;234.91;240.03;4.582333;4.4;;91.1;0.911521;229.41;234.48;4.398167;4.0;;86.5;0.878359;208.18;213.1;3.688;3.2;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720259;São Salvador do Tocantins;59857.278;25097.39;49679.838;20830.12;49467.49;15926.43;13227.061;1305.908;7023.158;26404.051;47960.178;1507.312;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;98.9;0.989226;209.86;203.87;5.675742;5.6;;98.9;0.989226;209.86;203.87;5.675742;5.6;;97.5;0.980061;260.92;256.73;4.197384;4.1;;97.5;0.980061;260.92;256.73;4.197384;4.1;;98.6;0.986437;258.83;255.7;5.242167;5.2;;98.6;0.986437;258.83;255.7;5.242167;5.2;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720309;São Sebastião do Tocantins;68702.096;16756.61;61444.097;14986.37;61804.374;12618.29;12539.792;3516.976;7888.712;36475.386;60420.866;1383.509;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;7;True;99.7;0.996759;195.8;184.11;5.048149;5.0;;99.7;0.996759;195.8;184.11;5.048149;5.0;;92.1;0.920248;256.59;263.68;4.240612;3.9;;92.1;0.920248;256.59;263.68;4.240612;3.9;;100.0;1.0;230.99;238.93;4.498667;4.5;;99.7;0.996973;231.57;235.92;4.458167;4.4;;99.4;0.995951;233.3;226.89;4.3365;4.3;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720499;São Valério;229617.827;51926.24;178992.814;40477.8;156734.117;40731.32;87585.308;4579.702;24105.473;32884.565;149155.048;7579.069;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;7;True;100.0;1.0;205.66;192.2;5.383407;5.4;;100.0;1.0;205.66;192.2;5.383407;5.4;;100.0;1.0;265.59;266.49;4.409082;4.4;;100.0;1.0;265.59;266.49;4.409082;4.4;;100.0;1.0;245.6;240.31;4.765167;4.8;;100.0;1.0;243.63;242.73;4.772667;4.8;;100.0;1.0;241.38;245.47;4.780833;4.8;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720655;Silvanópolis;284767.121;55749.24;286765.15;56140.4;240328.58;44080.81;116882.979;11767.591;56857.817;41041.67;226550.056;13778.524;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;95.3;0.950686;199.57;186.62;5.165731;4.9;;95.3;0.950686;199.57;186.62;5.165731;4.9;;96.5;0.964956;268.17;259.8;4.345168;4.2;;96.5;0.964956;268.17;259.8;4.345168;4.2;;95.1;0.951139;247.06;244.36;4.857;4.6;;95.1;0.951139;247.06;244.36;4.857;4.6;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720804;Sítio Novo do Tocantins;179636.724;16586.96;160124.367;14785.26;132861.998;14820.08;28314.238;5546.166;21916.862;72119.298;127896.564;4965.434;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;97.6;0.97646;208.1;197.57;5.527609;5.4;;97.6;0.97646;208.1;197.57;5.527609;5.4;;82.7;0.823219;250.66;253.4;4.003433;3.3;;82.7;0.823219;250.66;253.4;4.003433;3.3;;93.0;0.923834;245.58;246.11;4.8615;4.5;;91.3;0.911215;241.95;241.37;4.722;4.3;;89.4;0.894095;237.85;236.02;4.5645;4.1;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720853;Sucupira;310361.254;196804.85;160087.978;101514.25;532373.973;265258.58;494498.052;2556.276;12619.99;19211.505;528885.822;3488.151;Produção florestal, pesca e aquicultura;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;4;True;96.8;0.966797;211.21;198.35;5.601142;5.4;;96.8;0.966797;211.21;198.35;5.601142;5.4;;;;;;;;;;;;;;;;99.3;0.992327;264.4;261.8;5.436667;5.4;;99.3;0.992327;264.4;261.8;5.436667;5.4;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720903;Taguatinga;386845.57;27610.13;314405.168;22439.88;318252.681;18758.26;81241.266;32126.393;68222.277;121001.864;302591.8;15660.881;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;87.8;0.867045;203.83;194.49;5.39012;4.7;;87.8;0.867045;203.83;194.49;5.39012;4.7;;91.8;0.923047;262.69;280.27;4.574639;4.2;;91.8;0.923047;262.69;280.27;4.574639;4.2;;92.3;0.92945;254.62;252.74;5.122667;4.8;;86.7;0.866738;250.46;249.24;4.995;4.3;;78.9;0.790518;233.74;235.17;4.481833;3.5;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720937;Taipas do Tocantins;41627.057;20597.26;35214.062;17424.08;35246.269;16145.79;9908.961;872.128;4182.711;19373.147;34336.946;909.323;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;84.3;0.839928;214.5;198.25;5.66211;4.8;;84.3;0.839928;214.5;198.25;5.66211;4.8;;92.3;0.935736;264.05;256.56;4.2388;4.0;;92.3;0.935736;264.05;256.56;4.2388;4.0;;91.6;0.913686;232.12;229.38;4.358333;4.0;;91.6;0.913686;232.12;229.38;4.358333;4.0;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1720978;Talismã;173124.577;70490.46;162121.482;66010.38;146707.973;51821.96;93129.519;3816.485;17592.299;27479.367;142017.67;4690.303;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;6;True;100.0;1.0;209.16;195.09;5.502747;5.5;;100.0;1.0;209.16;195.09;5.502747;5.5;;92.8;0.930241;255.7;273.12;4.369429;4.1;;92.8;0.930241;255.7;273.12;4.369429;4.1;;;;;;;;;97.6;0.973297;241.65;233.24;4.5815;4.5;;97.6;0.973297;241.65;233.24;4.5815;4.5;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1721000;Palmas;14168468.841;46808.2;11951579.262;39484.29;10333418.524;32977.35;262385.454;1102005.295;5101296.908;2518200.618;8983888.275;1349530.249;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;8;True;99.8;0.997796;228.14;217.09;6.26496;6.3;;99.8;0.997796;226.19;215.4;6.197019;6.2;;95.0;0.951048;267.29;271.21;4.503617;4.3;;95.0;0.951378;270.32;274.13;4.589886;4.4;;99.1;0.990994;253.18;258.28;5.191;5.1;;99.1;0.990744;261.47;265.56;5.4505;5.4;;99.1;0.990485;265.19;268.82;5.566833;5.5;;100.0;1.0;182.73;177.79;4.683812;4.7;;;;;;;;
1;Norte;17;TO;Tocantins;1721109;Tocantínia;327559.836;43914.71;159208.868;21344.53;191372.85;24892.41;104743.26;5178.777;17663.127;60039.749;187624.913;3747.937;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;96.4;0.964667;189.4;186.29;4.965647;4.8;;92.7;0.919095;189.4;186.29;4.965647;4.6;;85.0;0.865598;246.04;246.52;3.835551;3.3;;85.0;0.865598;246.04;246.52;3.835551;3.3;;86.0;0.869729;213.22;209.86;3.718;3.2;;86.9;0.876065;213.22;209.86;3.718;3.3;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1721208;Tocantinópolis;529092.868;23395.66;448286.06;19822.51;372641.872;16329.62;21116.871;38015.079;111187.72;161191.03;331510.7;41131.171;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;97.5;0.975623;210.27;201.64;5.643021;5.5;;97.0;0.970153;210.27;201.64;5.643021;5.5;;94.9;0.950088;284.06;284.46;4.937504;4.7;;94.9;0.950088;284.06;284.46;4.937504;4.7;;95.6;0.956696;243.2;247.7;4.848333;4.6;;95.6;0.956696;243.2;247.7;4.848333;4.6;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1721257;Tupirama;96851.499;50734.15;111988.042;58663.2;118838.583;60880.42;62584.687;2490.286;28899.747;18662.659;112637.379;6201.204;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;100.0;1.0;202.49;187.47;5.236911;5.2;;100.0;1.0;202.49;187.47;5.236911;5.2;;94.9;0.954681;267.38;258.98;4.321797;4.1;;94.9;0.954681;267.38;258.98;4.321797;4.1;;99.2;0.994666;246.19;241.21;4.79;4.8;;99.2;0.994666;246.19;241.21;4.79;4.8;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1721307;Tupiratins;48416.708;25836.02;38382.804;20481.75;38618.565;13866.63;8507.314;930.939;4544.777;23684.792;37667.821;950.744;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;94.6;0.935418;197.73;164.05;4.720253;4.4;;94.6;0.935418;197.73;164.05;4.720253;4.4;;89.2;0.901375;240.73;224.2;3.426841;3.1;;89.2;0.901375;240.73;224.2;3.426841;3.1;;95.5;0.954574;233.75;221.75;4.258333;4.1;;95.5;0.954574;233.75;221.75;4.258333;4.1;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1722081;Wanderlândia;245767.259;23357.47;192953.934;18338.14;183424.384;15566.87;45033.841;20029.902;28649.418;78203.447;171916.609;11507.775;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;98.6;0.986294;208.54;192.74;5.448187;5.4;;98.6;0.986294;208.54;192.74;5.448187;5.4;;95.7;0.962325;268.24;259.98;4.348846;4.2;;95.7;0.962325;268.24;259.98;4.348846;4.2;;99.7;0.997227;241.24;249.17;4.840167;4.8;;98.3;0.983432;241.24;249.17;4.840167;4.8;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1722107;Xambioá;722712.656;68718.52;598803.994;56936.77;471019.831;40958.25;39626.338;230239.166;68700.592;85680.032;424246.128;46773.703;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;99.0;0.99094;198.87;188.8;5.192009;5.1;;99.0;0.99094;198.87;188.8;5.192009;5.1;;87.9;0.885163;261.04;267.66;4.362693;3.9;;87.9;0.885163;261.04;267.66;4.362693;3.9;;94.8;0.947711;240.19;244.13;4.738667;4.5;;96.0;0.959915;245.36;249.14;4.908333;4.7;;97.7;0.975133;254.1;257.61;5.195167;5.1;;;;;;;;;;;;;;;
