region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4
2;Nordeste;27;AL;Alagoas;2705705;Olho d'Água das Flores;343110.54;16563.39;290123.031;14018.99;271809.23;12531.55;31082.759;13745.368;108826.025;95122.333;248776.486;23032.745;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;99.2;0.988671;256.58;259.1;4.171908;4.1;;99.2;0.988671;256.58;259.1;4.171908;4.1;;99.2;0.992561;191.32;177.47;4.841925;4.8;;99.2;0.992561;191.32;177.47;4.841925;4.8;;99.6;0.99648;248.97;247.99;4.949333;4.9;;99.7;0.996733;249.7;248.7;4.973333;5.0;;100.0;1.0;251.16;250.11;5.021167;5.0;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2705804;Olho d'Água do Casado;100591.91;12048.38;93247.537;11168.71;92958.501;9777.9;13989.963;2226.4;20623.913;52963.91;89804.186;3154.315;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;1.0;248.42;249.45;3.912841;3.9;;100.0;1.0;248.42;249.45;3.912841;3.9;;97.8;0.978497;187.54;178.38;4.786333;4.7;;97.8;0.978497;187.54;178.38;4.786333;4.7;;87.3;0.877907;238.23;237.27;4.591667;4.0;;87.3;0.877907;238.23;237.27;4.591667;4.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2705903;Olho d'Água Grande;72757.805;16896.84;67755.787;15647.99;70179.07;13672.14;23157.771;1422.868;10746.204;33998.351;69325.195;853.875;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;4;True;97.6;0.978032;281.85;261.08;4.556465;4.5;;97.6;0.978032;281.85;261.08;4.556465;4.5;;;;;;;;;;;;;;;;95.6;0.954426;318.55;237.47;5.933667;5.7;;95.6;0.954426;318.55;237.47;5.933667;5.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2706000;Olivença;135133.823;12484.65;121166.275;11206.65;108872.461;9320.47;14785.935;2984.411;24150.635;62983.513;104904.495;3967.966;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;92.2;0.934862;244.31;248.5;3.840894;3.6;;92.2;0.934862;244.31;248.5;3.840894;3.6;;100.0;1.0;213.34;199.0;5.653609;5.7;;100.0;1.0;213.34;199.0;5.653609;5.7;;99.8;0.997988;249.62;247.93;4.959167;4.9;;99.8;0.997988;249.62;247.93;4.959167;4.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2706109;Ouro Branco;150495.004;13148.26;134314.676;11734.64;110474.764;9545.91;16633.864;2975.983;28361.348;58725.977;106697.172;3777.591;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;97.2;0.971882;266.14;263.73;4.375489;4.3;;97.2;0.971882;266.14;263.73;4.375489;4.3;;99.5;0.995765;203.02;195.87;5.399753;5.4;;99.5;0.995765;203.02;195.87;5.399753;5.4;;95.2;0.954186;255.52;247.03;5.0425;4.8;;95.2;0.954186;255.52;247.03;5.0425;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2706208;Palestina;48822.089;11288.34;51599.893;11930.61;45926.894;9074.67;3893.624;1303.035;8820.26;31098.458;45115.378;811.516;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.7;0.988244;242.64;242.04;3.720733;3.7;;98.7;0.988244;242.64;242.04;3.720733;3.7;;100.0;1.0;206.98;190.26;5.373325;5.4;;100.0;1.0;206.98;190.26;5.373325;5.4;;98.0;0.980475;236.32;238.63;4.5825;4.5;;98.0;0.980475;236.32;238.63;4.5825;4.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2706307;Palmeira dos Índios;1367252.109;19102.64;1240873.615;17336.93;1181612.45;16086.87;175560.922;92903.098;486059.853;341857.432;1096381.304;85231.145;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;8;True;89.9;0.883008;273.87;273.81;4.634955;4.1;;98.8;0.987662;256.86;258.88;4.172548;4.1;;99.7;0.996996;212.71;200.6;5.670677;5.7;;99.7;0.996796;212.65;200.46;5.666986;5.6;;98.6;0.986706;254.54;257.55;5.2015;5.1;;98.9;0.989483;250.77;252.45;5.053667;5.0;;99.6;0.995991;247.53;248.07;4.926667;4.9;;99.7;0.996553;210.29;195.17;5.525766;5.5;;;;;;;;
2;Nordeste;27;AL;Alagoas;2706406;Pão de Açúcar;282237.106;11847.25;248373.842;10425.8;266647.141;10969.97;62425.433;14070.098;59233.062;120029.26;255757.853;10889.288;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;95.7;0.968395;250.1;240.36;3.800358;3.7;;95.7;0.968395;250.1;240.36;3.800358;3.7;;100.0;1.0;215.39;197.52;5.665822;5.7;;100.0;1.0;215.39;197.52;5.665822;5.7;;99.9;0.998498;247.31;242.43;4.829;4.8;;99.9;0.998498;247.31;242.43;4.829;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2706422;Pariconha;119510.287;11303.35;126222.37;11938.18;145004.028;13749.67;64247.639;4382.788;21166.881;51926.369;141723.676;3280.352;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;8;True;97.2;0.97305;264.52;265.81;4.383874;4.3;;97.2;0.97305;264.52;265.81;4.383874;4.3;;100.0;1.0;213.1;200.69;5.679756;5.7;;99.8;0.997793;203.58;191.08;5.323349;5.3;;99.8;0.998493;250.92;252.51;5.057167;5.0;;98.1;0.980117;245.95;246.57;4.875333;4.8;;92.7;0.875207;227.59;224.59;4.203;3.7;;98.8;0.988191;172.03;159.25;4.142523;4.1;;;;;;;;
2;Nordeste;27;AL;Alagoas;2706448;Paripueira;302558.875;21869.09;252605.707;18258.45;236831.286;17563.87;38762.534;52914.758;70529.732;65463.555;227670.579;9160.707;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Construção;6;True;97.3;0.978985;245.95;248.39;3.862281;3.8;;97.3;0.978985;245.95;248.39;3.862281;3.8;;99.4;0.993334;188.93;183.39;4.903951;4.9;;99.4;0.993334;188.93;183.39;4.903951;4.9;;99.4;0.993996;245.99;241.51;4.791667;4.8;;99.4;0.993996;245.99;241.51;4.791667;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2706505;Passo de Camaragibe;378390.99;27411.69;323343.637;23423.91;337360.219;22093.01;191019.343;7243.483;46531.861;85459.825;330254.511;7105.708;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;6;True;97.8;0.977088;239.81;232.57;3.539219;3.5;;97.8;0.977088;239.81;232.57;3.539219;3.5;;100.0;1.0;198.7;186.57;5.148219;5.1;;100.0;1.0;198.7;186.57;5.148219;5.1;;99.5;0.994973;231.22;234.02;4.420667;4.4;;99.5;0.994973;231.22;234.02;4.420667;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2706604;Paulo Jacinto;108186.746;16451.76;89081.741;13546.49;105575.59;13972.42;42864.686;2987.516;17847.368;39535.685;103235.255;2340.335;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;99.6;0.996306;260.84;253.07;4.14147;4.1;;99.6;0.996306;260.84;253.07;4.14147;4.1;;100.0;1.0;212.67;193.47;5.540277;5.5;;100.0;1.0;212.67;193.47;5.540277;5.5;;91.2;0.912914;244.95;244.05;4.816667;4.4;;91.2;0.912914;244.95;244.05;4.816667;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2706703;Penedo;1159276.482;19785.24;992394.234;16921.48;983959.279;15373.16;250958.885;46161.647;351114.578;288150.059;936385.169;47574.109;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;9;True;91.0;0.914398;258.05;258.09;4.177435;3.8;;91.3;0.919133;248.65;249.41;3.915472;3.6;;99.8;0.99839;238.96;208.63;6.317631;6.3;;99.8;0.99839;239.2;211.54;6.37512;6.4;;99.5;0.994989;246.41;248.88;4.9215;4.9;;97.5;0.975432;244.62;247.22;4.864;4.7;;92.2;0.925368;241.8;244.61;4.7735;4.4;;100.0;1.0;240.93;232.44;6.788135;6.8;;89.4;0.894823;292.23;289.65;5.129946;4.6;
2;Nordeste;27;AL;Alagoas;2706802;Piaçabuçu;480483.992;30203.92;401870.654;25279.65;458415.712;25655.68;292794.672;9676.799;60621.133;84853.993;447946.596;10469.116;Produção florestal, pesca e aquicultura;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;6;True;88.9;0.896999;246.77;247.79;3.864816;3.5;;88.9;0.896999;246.77;247.79;3.864816;3.5;;100.0;1.0;201.58;182.42;5.127727;5.1;;100.0;1.0;201.58;182.42;5.127727;5.1;;97.1;0.971356;235.04;236.85;4.5315;4.4;;97.1;0.971356;235.04;236.85;4.5315;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2706901;Pilar;957604.52;27073.92;889362.159;25144.53;676236.229;19151.41;91066.806;109976.017;190162.274;234286.601;625491.697;50744.533;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;96.7;0.970054;251.23;255.09;4.036738;3.9;;96.7;0.970054;251.23;255.09;4.036738;3.9;;99.2;0.991761;219.69;205.18;5.887155;5.8;;99.2;0.991761;219.69;205.18;5.887155;5.8;;98.6;0.985997;239.61;249.75;4.822667;4.8;;98.6;0.985997;239.61;249.75;4.822667;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2707008;Pindoba;53807.721;19702.57;50767.047;18589.18;59445.116;20477.13;31857.355;863.417;6047.503;20147.391;58915.666;529.45;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;6;True;100.0;1.0;255.9;255.87;4.114005;4.1;;100.0;1.0;255.9;255.87;4.114005;4.1;;100.0;1.0;187.88;167.03;4.586458;4.6;;100.0;1.0;187.88;167.03;4.586458;4.6;;98.6;0.983706;265.95;254.65;5.343333;5.3;;98.6;0.983706;265.95;254.65;5.343333;5.3;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2707107;Piranhas;358241.009;15845.06;333005.134;14728.87;344069.282;13586.69;102527.144;15598.429;86917.859;123642.937;328686.37;15382.912;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Demais serviços;7;True;90.5;0.413014;268.12;269.27;4.486233;1.9;;95.3;0.955873;256.57;252.7;4.07596;3.9;;99.3;0.993488;202.16;187.64;5.233704;5.2;;99.3;0.993488;202.16;187.64;5.233704;5.2;;98.4;0.984377;246.4;239.65;4.7675;4.7;;98.4;0.984438;252.73;246.18;4.981833;4.9;;98.5;0.986392;255.75;249.3;5.084167;5.0;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2707206;Poço das Trincheiras;146801.249;11533.72;121598.48;9713.89;125628.471;8695.82;29366.343;2795.645;22012.52;67814.608;121989.115;3639.356;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;91.6;0.940524;257.6;257.63;4.164228;3.9;;91.6;0.940524;257.6;257.63;4.164228;3.9;;100.0;1.0;206.63;193.54;5.426282;5.4;;100.0;1.0;206.63;193.54;5.426282;5.4;;100.0;1.0;245.12;242.55;4.7945;4.8;;100.0;1.0;245.12;242.55;4.7945;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2707305;Porto Calvo;544519.841;22621.41;423604.496;17598.13;412902.6;15107.48;112750.14;35411.803;112360.143;130812.022;391334.109;21568.491;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;99.7;0.996994;242.7;240.15;3.693282;3.7;;99.7;0.996994;242.7;240.15;3.693282;3.7;;99.8;0.997588;201.95;189.17;5.257515;5.2;;99.8;0.997588;201.95;189.17;5.257515;5.2;;98.8;0.987962;229.56;231.03;4.343167;4.3;;98.8;0.987962;229.56;231.03;4.343167;4.3;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2707404;Porto de Pedras;451597.609;48585.0;418368.397;45010.05;333230.868;43742.57;191257.181;16262.646;61847.245;56027.12;325394.193;7836.675;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;97.1;0.97559;254.21;247.42;3.963772;3.9;;97.1;0.97559;254.21;247.42;3.963772;3.9;;98.5;0.984483;205.9;194.78;5.434897;5.4;;98.5;0.984483;205.9;194.78;5.434897;5.4;;77.0;0.773562;231.23;235.07;4.438333;3.4;;77.0;0.773562;231.23;235.07;4.438333;3.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2707503;Porto Real do Colégio;294350.743;14831.74;254627.335;12681.28;268907.285;13339.98;104715.245;5428.385;51623.382;97950.784;259717.796;9189.488;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Demais serviços;6;True;96.0;0.962487;251.87;252.49;4.006805;3.9;;96.0;0.962487;251.87;252.49;4.006805;3.9;;99.1;0.991071;273.27;239.58;7.535129;7.5;;99.2;0.992717;273.27;239.58;7.535129;7.5;;93.4;0.935065;268.21;248.08;5.2715;4.9;;94.5;0.946548;268.21;248.08;5.2715;5.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2707602;Quebrangulo;195017.776;17600.88;172004.337;15523.86;189080.885;16879.21;89767.45;6362.982;26752.388;61890.955;184773.775;4307.11;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;4;True;99.3;0.994609;276.52;268.16;4.587593;4.6;;99.3;0.994609;276.52;268.16;4.587593;4.6;;99.7;0.997577;218.44;200.37;5.775846;5.8;;99.7;0.997577;218.44;200.37;5.775846;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2707701;Rio Largo;2032760.572;21641.92;1612079.947;17163.12;1423072.189;18808.28;48209.707;216170.152;560500.138;379065.057;1203945.055;219127.134;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;95.4;0.956294;258.15;264.1;4.268809;4.1;;95.4;0.956294;258.15;264.1;4.268809;4.1;;99.5;0.99539;201.12;194.24;5.333857;5.3;;99.5;0.99539;201.12;194.24;5.333857;5.3;;95.3;0.95249;232.53;238.82;4.5225;4.3;;95.5;0.95509;235.09;240.74;4.597167;4.4;;97.3;0.972361;243.78;247.22;4.85;4.7;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2707800;Roteiro;247075.761;38164.31;175267.223;27072.48;204148.817;30773.11;125267.164;3456.771;26404.249;46355.745;201483.929;2664.888;Agricultura, inclusive apoio à agricultura e a pós colheita;Produção florestal, pesca e aquicultura;Administração, defesa, educação e saúde públicas e seguridade social;4;True;;;;;;;;;;;;;;;99.2;0.991736;232.47;204.68;6.121958;6.1;;99.2;0.991736;232.47;204.68;6.121958;6.1;;94.6;0.946335;261.14;250.7;5.197333;4.9;;94.6;0.946335;261.14;250.7;5.197333;4.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2707909;Santa Luzia do Norte;199947.778;28898.36;233337.162;33724.12;277405.028;37773.02;31698.917;99694.349;47512.312;41620.985;220526.564;56878.465;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.6;0.995968;263.33;270.16;4.432281;4.4;;99.6;0.995968;263.33;270.16;4.432281;4.4;;98.8;0.987649;185.44;182.95;4.829348;4.8;;98.8;0.987649;185.44;182.95;4.829348;4.8;;95.0;0.950703;240.17;250.48;4.844167;4.6;;95.0;0.950703;240.17;250.48;4.844167;4.6;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2708006;Santana do Ipanema;863266.737;18731.24;718308.152;15541.07;646335.776;13490.62;52193.585;30895.333;316150.857;186741.353;585981.128;60354.648;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;8;True;92.1;0.937912;270.71;277.21;4.641471;4.4;;90.4;0.928481;256.65;258.24;4.160017;3.9;;100.0;1.0;188.78;177.17;4.787997;4.8;;99.9;0.998996;191.14;179.53;4.875944;4.9;;100.0;0.999499;236.86;234.95;4.530167;4.5;;97.5;0.975633;242.56;243.28;4.764;4.6;;92.2;0.925478;245.82;248.03;4.8975;4.5;;98.6;0.991278;198.73;187.15;5.159337;5.1;;;;;;;;
2;Nordeste;27;AL;Alagoas;2708105;Santana do Mundaú;1127361.226;99563.83;1540873.596;136083.51;1408592.374;132423.84;1233702.269;19351.155;90194.086;60075.723;1403323.233;5269.141;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.6;0.995656;257.7;256.06;4.14213;4.1;;99.6;0.995656;257.7;256.06;4.14213;4.1;;100.0;1.0;356.85;310.29;9.750727;9.8;;100.0;1.0;356.85;310.29;9.750727;9.8;;100.0;1.0;404.89;357.96;9.299333;9.3;;100.0;1.0;404.89;357.96;9.299333;9.3;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2708204;São Brás;123934.472;19289.41;104202.239;15896.6;129339.94;18538.05;67911.966;6041.363;13384.19;38450.555;125788.074;3551.867;Produção florestal, pesca e aquicultura;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;95.8;0.962417;250.13;258.4;4.07084;3.9;;95.8;0.962417;250.13;258.4;4.07084;3.9;;100.0;1.0;239.27;223.26;6.589547;6.6;;100.0;1.0;239.27;223.26;6.589547;6.6;;97.6;0.974764;264.32;244.18;5.141667;5.0;;97.6;0.974764;264.32;244.18;5.141667;5.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2708303;São José da Laje;816992.894;39253.97;462589.976;22226.01;588009.328;24435.23;150069.039;157026.719;102056.122;111834.727;520986.607;67022.721;Indústrias de transformação;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.9;0.998998;281.66;266.93;4.641371;4.6;;99.9;0.998998;281.66;266.93;4.641371;4.6;;100.0;1.0;291.48;264.86;8.342285;8.3;;100.0;1.0;291.48;264.86;8.342285;8.3;;100.0;1.0;361.68;303.7;7.756333;7.8;;100.0;1.0;361.68;303.7;7.756333;7.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2708402;São José da Tapera;421127.575;13760.54;347514.314;11355.19;332853.752;10253.64;63804.999;15079.756;84909.885;157261.842;321056.483;11797.269;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;96.2;0.948749;256.54;260.89;4.198143;4.0;;96.2;0.948749;256.54;260.89;4.198143;4.0;;98.4;0.984921;217.53;202.38;5.795025;5.7;;98.4;0.984921;217.53;202.38;5.795025;5.7;;95.9;0.958408;259.9;251.43;5.188833;5.0;;95.9;0.958408;259.9;251.43;5.188833;5.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2708501;São Luís do Quitunde;1052903.025;34104.33;782973.67;25361.11;943729.274;27099.19;357182.31;183403.372;152252.009;172754.33;865592.02;78137.254;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;6;True;95.2;0.954943;244.75;241.22;3.738092;3.6;;95.2;0.954943;244.75;241.22;3.738092;3.6;;99.8;0.998195;205.15;193.79;5.402584;5.4;;99.8;0.998195;205.15;193.79;5.402584;5.4;;98.4;0.984406;240.54;236.35;4.614833;4.5;;98.4;0.984406;240.54;236.35;4.614833;4.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2708600;São Miguel dos Campos;1594206.456;30663.71;1272245.087;24470.96;1373076.813;22029.86;108231.725;404312.178;404659.588;321445.092;1238648.583;134428.23;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;6;True;86.0;0.877088;260.16;265.17;4.313058;3.8;;84.7;0.869845;257.34;261.53;4.21896;3.7;;100.0;0.9998;225.7;210.52;6.098941;6.1;;100.0;0.9998;225.7;210.52;6.098941;6.1;;99.8;0.998499;271.46;272.41;5.731167;5.7;;99.8;0.998499;271.46;272.41;5.731167;5.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2708709;São Miguel dos Milagres;308509.627;36372.27;282989.06;33363.48;243494.885;30161.64;93927.727;5286.676;84622.66;51051.696;234888.759;8606.126;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;6;True;96.4;0.965198;247.66;235.2;3.688843;3.6;;96.4;0.965198;247.66;235.2;3.688843;3.6;;99.5;0.994578;190.07;180.51;4.873343;4.8;;99.5;0.994578;190.07;180.51;4.873343;4.8;;97.0;0.971409;233.47;235.25;4.478667;4.4;;97.0;0.971409;233.47;235.25;4.478667;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2708808;São Sebastião;736908.072;23224.33;611062.122;19224.25;858875.773;24949.91;473847.932;19578.725;167544.666;178371.47;839342.792;19532.981;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;96.2;0.965227;259.68;260.3;4.233412;4.1;;96.2;0.965227;259.68;260.3;4.233412;4.1;;97.2;0.973249;197.88;184.92;5.10257;5.0;;97.2;0.973646;197.88;184.92;5.10257;5.0;;85.4;0.854085;236.47;236.44;4.5485;3.9;;85.5;0.854881;236.47;236.44;4.5485;3.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2708907;Satuba;369183.97;15206.52;299423.673;12333.13;261004.244;18587.4;7726.173;51279.903;99898.571;77701.715;236606.362;24397.882;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;5;True;;;;;;;;95.1;0.952048;260.51;264.86;4.313333;4.1;;100.0;1.0;211.01;199.93;5.626052;5.6;;100.0;1.0;211.01;199.93;5.626052;5.6;;98.4;0.985148;252.36;251.56;5.065333;5.0;;98.4;0.985148;252.36;251.56;5.065333;5.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2708956;Senador Rui Palmeira;137331.97;11162.48;121207.87;9852.7;121201.031;8723.89;19882.525;2284.524;24064.313;71723.667;117955.03;3246.001;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;95.5;0.959181;249.45;255.49;4.017726;3.9;;95.5;0.959181;249.45;255.49;4.017726;3.9;;100.0;1.0;221.37;202.86;5.877035;5.9;;100.0;1.0;221.37;202.86;5.877035;5.9;;97.7;0.976372;236.0;244.03;4.667167;4.6;;97.7;0.976372;236.0;244.03;4.667167;4.6;;;;;;;;;;;;;;;;;;;;;;
