region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4
2;Nordeste;25;PB;Paraíba;2514453;São José dos Ramos;78200.07;13274.5;69570.837;11809.68;86773.086;14373.54;6116.59;29249.654;13449.242;36086.026;84901.512;1871.574;Administração, defesa, educação e saúde públicas e seguridade social;Construção;Demais serviços;7;True;98.7;0.98725;237.79;244.79;3.693782;3.6;;100.0;1.0;236.7;244.57;3.67518;3.7;;97.2;0.972802;188.42;190.86;5.030036;4.9;;97.2;0.972802;188.42;190.86;5.030036;4.9;;88.9;0.887051;215.11;234.66;4.162833;3.7;;88.9;0.887051;215.11;234.66;4.162833;3.7;;;;;;;;;;;;;;;;;;;;;;;95.9;0.96471;242.27;245.71;3.770476;3.6;
2;Nordeste;25;PB;Paraíba;2514503;São José de Piranhas;289436.757;15179.98;255978.31;13425.2;230936.31;11317.08;17526.069;14258.939;73005.32;111631.565;216421.893;14514.417;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;81.2;0.818163;253.76;264.47;4.212691;3.4;;81.2;0.818163;253.76;264.47;4.212691;3.4;;98.7;0.986838;217.1;204.32;5.822092;5.7;;98.7;0.986838;217.1;204.32;5.822092;5.7;;84.6;0.842929;245.58;238.84;4.740333;4.0;;84.6;0.842929;245.58;238.84;4.740333;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2514552;São José de Princesa;43362.375;12693.9;37035.925;10841.9;34093.356;8746.37;7399.287;814.254;5195.262;19476.268;32885.071;1208.284;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;4;True;93.8;0.941644;278.91;262.79;4.540772;4.3;;93.8;0.941644;278.91;262.79;4.540772;4.3;;;;;;;;;;;;;;;;93.2;0.93479;271.21;271.4;5.710167;5.3;;;;;;;;;95.8;0.949309;271.21;271.4;5.710167;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2514602;São José do Bonfim;41022.329;12653.4;35043.273;10809.15;32491.339;8977.99;2424.159;1548.501;6905.705;20144.06;31022.425;1468.915;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.9;0.988404;257.94;244.61;3.974093;3.9;;98.9;0.988404;257.94;244.61;3.974093;3.9;;95.3;0.95309;203.37;185.14;5.211341;5.0;;95.3;0.95309;203.37;185.14;5.211341;5.0;;91.1;0.910273;233.91;235.04;4.4825;4.1;;91.1;0.910273;233.91;235.04;4.4825;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2514651;São José do Brejo do Cruz;36303.497;21367.57;32475.56;19114.51;29166.476;16016.74;5008.563;1143.605;5784.494;16418.0;28354.662;811.814;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;4;True;98.0;0.982759;266.31;274.92;4.545392;4.5;;98.0;0.982759;266.31;274.92;4.545392;4.5;;;;;;;;;;;;;;;;87.2;0.871881;247.56;250.54;4.968333;4.3;;87.2;0.871881;247.56;250.54;4.968333;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2514701;São José do Sabugi;129590.582;31317.2;279771.8;67610.39;125303.005;30171.68;6658.417;71524.115;12814.532;26162.246;117159.31;8143.695;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;84.4;0.847496;263.46;260.33;4.286951;3.6;;84.4;0.847496;263.46;260.33;4.286951;3.6;;100.0;1.0;212.23;204.77;5.737334;5.7;;100.0;1.0;212.23;204.77;5.737334;5.7;;98.6;0.986472;228.68;216.81;4.0915;4.0;;98.6;0.986472;228.68;216.81;4.0915;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2514800;São José dos Cordeiros;44794.6;13132.4;40204.106;11786.6;37037.158;10268.13;3621.983;2901.84;7805.173;21056.249;35385.246;1651.911;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;93.2;0.945676;266.12;273.17;4.516526;4.3;;93.2;0.945676;266.12;273.17;4.516526;4.3;;97.7;0.977812;215.23;203.08;5.763859;5.6;;97.7;0.977812;215.23;203.08;5.763859;5.6;;88.7;0.883961;246.8;244.6;4.856667;4.3;;;;;;;;;100.0;1.0;246.8;244.6;4.856667;4.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2514909;São Mamede;101240.525;13552.95;130821.271;17512.89;82590.795;10751.21;11360.996;5680.073;19232.361;41685.424;77958.854;4631.941;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;98.9;0.989613;291.73;286.66;5.078163;5.0;;98.9;0.989613;291.73;286.66;5.078163;5.0;;97.0;0.971992;201.14;190.41;5.264602;5.1;;97.0;0.971992;201.14;190.41;5.264602;5.1;;87.4;0.878945;257.76;260.4;5.302667;4.7;;89.0;0.890637;256.38;252.17;5.1425;4.6;;85.1;0.855957;259.68;271.84;5.525333;4.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515005;São Miguel de Taipu;122551.23;17343.79;98866.982;13991.93;82966.342;11136.42;21895.637;3140.189;13593.604;40451.336;79080.767;3885.576;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;97.8;0.977622;245.91;253.46;3.937618;3.8;;97.8;0.977622;245.91;253.46;3.937618;3.8;;93.5;0.932743;174.25;170.2;4.38398;4.1;;93.3;0.930923;174.25;170.2;4.38398;4.1;;87.6;0.877197;208.14;217.12;3.754333;3.3;;85.4;0.85576;208.14;217.12;3.754333;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515104;São Sebastião de Lagoa de Roça;133992.679;12137.02;114293.838;10352.7;106030.506;8990.97;12583.526;4884.606;22499.349;61465.482;101432.963;4597.544;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;80.4;0.798865;252.56;259.67;4.123981;3.3;;80.4;0.798865;252.56;259.67;4.123981;3.3;;90.0;0.901533;219.31;206.02;5.895176;5.3;;90.0;0.901533;219.31;206.02;5.895176;5.3;;88.0;0.880518;245.77;252.35;4.968667;4.4;;89.0;0.896966;242.53;252.5;4.917167;4.4;;86.4;0.843288;248.83;252.21;5.017333;4.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515203;São Sebastião do Umbuzeiro;46471.719;14172.53;40190.926;12257.07;40497.124;11459.29;6336.733;1362.491;8723.954;22459.483;38882.66;1614.464;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;91.8;0.941964;254.21;256.35;4.097454;3.9;;91.8;0.941964;254.21;256.35;4.097454;3.9;;98.7;0.989611;230.87;223.41;6.431969;6.4;;98.7;0.989611;230.87;223.41;6.431969;6.4;;93.8;0.92879;243.8;236.52;4.672;4.3;;93.8;0.92879;243.8;236.52;4.672;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515302;Sapé;852470.983;16615.42;766290.394;14935.69;677858.353;12795.33;53940.265;37120.555;250058.548;275255.565;616374.933;61483.42;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;85.1;0.85321;251.35;256.27;4.056088;3.5;;85.1;0.85321;251.35;256.27;4.056088;3.5;;97.7;0.977853;177.53;168.92;4.423303;4.3;;97.7;0.977853;177.53;168.92;4.423303;4.3;;73.8;0.736186;230.43;234.44;4.4145;3.2;;76.4;0.762654;236.86;238.6;4.591;3.5;;69.0;0.680839;219.68;227.48;4.119333;2.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515401;São Vicente do Seridó;112002.676;10883.56;98023.67;9525.18;90035.124;8245.73;4335.908;3189.788;19129.448;60074.389;86729.532;3305.591;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;96.1;0.962164;260.65;262.0;4.272485;4.1;;96.1;0.962164;260.65;262.0;4.272485;4.1;;99.1;0.992374;210.46;201.56;5.645192;5.6;;99.1;0.992374;210.46;201.56;5.645192;5.6;;84.2;0.843891;247.7;242.95;4.844167;4.1;;84.6;0.853198;261.56;245.72;5.121333;4.4;;83.4;0.826465;235.7;240.56;4.604333;3.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515500;Serra Branca;187052.161;13739.69;160559.51;11793.71;148075.963;10724.7;6894.329;7421.294;49710.222;74002.823;138028.668;10047.295;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;94.5;0.94781;266.55;270.56;4.483493;4.2;;94.5;0.94781;266.55;270.56;4.483493;4.2;;99.5;0.994957;205.31;197.54;5.473819;5.4;;99.5;0.994957;205.31;197.54;5.473819;5.4;;94.0;0.936756;233.48;234.32;4.463333;4.2;;92.9;0.927642;235.69;238.77;4.574333;4.2;;97.0;0.968378;229.34;225.95;4.254833;4.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515609;Serra da Raiz;47507.443;15354.7;41752.965;13494.82;37106.652;11916.07;4387.226;1700.904;7495.405;22242.484;35826.02;1280.632;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;94.9;0.951102;238.29;253.98;3.83838;3.7;;94.9;0.951102;238.29;253.98;3.83838;3.7;;98.4;0.985877;172.81;163.88;4.24159;4.2;;98.4;0.985877;172.81;163.88;4.24159;4.2;;88.9;0.885688;239.51;244.05;4.726;4.2;;95.0;0.942121;246.64;245.91;4.875833;4.6;;74.1;0.713466;230.6;241.72;4.538667;3.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515708;Serra Grande;40405.738;13734.11;36499.753;12406.44;33250.514;11383.26;2384.841;1546.501;7554.159;20535.819;32021.319;1229.195;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;91.5;0.909575;253.96;257.67;4.113703;3.7;;91.5;0.909575;253.96;257.67;4.113703;3.7;;93.9;0.931139;257.71;242.31;7.287819;6.8;;93.9;0.931139;257.71;242.31;7.287819;6.8;;90.0;0.904946;276.81;277.32;5.902167;5.3;;90.0;0.904946;276.81;277.32;5.902167;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515807;Serra Redonda;74714.691;10942.4;65848.029;9643.82;71257.905;10178.25;6031.565;9868.61;13922.641;38216.644;68039.46;3218.445;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;4;True;;;;;;;;;;;;;;;91.2;0.916151;189.06;182.73;4.894432;4.5;;91.2;0.916151;189.06;182.73;4.894432;4.5;;73.2;0.731241;222.37;231.16;4.2255;3.1;;68.4;0.701246;208.78;224.87;3.894167;2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515906;Serraria;79578.973;16290.48;70089.019;14347.8;67797.776;11230.38;19576.034;2250.66;9781.58;34484.454;66092.729;1705.047;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;7;True;96.3;0.969214;264.06;283.65;4.64448;4.5;;96.3;0.969214;264.06;283.65;4.64448;4.5;;93.2;0.934661;173.41;163.87;4.252858;4.0;;93.2;0.934661;173.41;163.87;4.252858;4.0;;82.9;0.813806;230.52;232.74;4.387667;3.6;;80.6;0.780397;235.74;248.25;4.733167;3.7;;87.7;0.844499;228.59;226.99;4.259667;3.6;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515930;Sertãozinho;71174.834;14082.87;60561.467;11982.88;55027.005;10680.71;7763.929;3019.931;11585.018;30224.946;52593.824;2433.181;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;97.2;0.968832;258.76;277.29;4.474832;4.3;;97.2;0.968832;258.76;277.29;4.474832;4.3;;95.4;0.949187;191.06;178.41;4.854054;4.6;;95.4;0.949187;191.06;178.41;4.854054;4.6;;87.6;0.873137;227.05;231.71;4.312667;3.8;;88.0;0.878473;228.24;234.11;4.3725;3.8;;85.2;0.860429;223.38;224.32;4.128333;3.6;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2515971;Sobrado;135261.631;16423.22;121745.338;14782.1;113089.087;14415.43;14061.47;5459.233;37405.807;45273.505;102200.015;10889.071;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;91.9;0.930889;254.59;269.35;4.297402;4.0;;91.9;0.930889;254.59;269.35;4.297402;4.0;;92.0;0.919818;179.34;173.02;4.53239;4.2;;92.0;0.919818;179.34;173.02;4.53239;4.2;;80.7;0.803212;225.78;228.67;4.240833;3.4;;80.7;0.803212;225.78;228.67;4.240833;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516003;Solânea;428474.553;16003.38;381992.668;14267.3;353670.151;13576.07;14042.134;20164.87;143754.646;138096.262;316057.912;37612.239;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;72.3;0.729103;258.43;255.14;4.13861;3.0;;72.3;0.729103;258.43;255.14;4.13861;3.0;;93.3;0.935536;209.32;197.51;5.5498;5.2;;93.3;0.935536;209.32;197.51;5.5498;5.2;;80.9;0.809992;228.45;235.23;4.394667;3.6;;;;;;;;;73.4;0.698738;224.44;239.08;4.392;3.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516102;Soledade;319642.968;22883.95;299841.398;21466.31;253441.169;16661.7;26851.685;17967.846;107516.509;83304.932;235640.972;17800.197;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;6;True;85.1;0.856917;261.82;271.18;4.426342;3.8;;85.1;0.856917;261.82;271.18;4.426342;3.8;;97.0;0.970443;198.94;181.82;5.066436;4.9;;97.0;0.970443;198.94;181.82;5.066436;4.9;;89.9;0.89947;228.54;231.36;4.331667;3.9;;89.9;0.89947;228.54;231.36;4.331667;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516151;Sossêgo;47774.606;14282.39;42450.018;12690.59;38788.519;10682.6;1778.5;1169.031;8958.385;25394.716;37300.631;1487.888;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;86.9;0.880321;276.89;290.09;4.921083;4.3;;86.9;0.880321;276.89;290.09;4.921083;4.3;;96.4;0.967021;227.33;204.36;6.018048;5.8;;96.4;0.967021;227.33;204.36;6.018048;5.8;;90.5;0.90884;254.57;258.57;5.219;4.7;;90.5;0.90884;254.57;258.57;5.219;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516201;Sousa;1714769.851;25495.02;1466568.229;21804.79;1320172.533;18860.42;48495.286;148523.689;600178.349;338497.607;1135694.931;184477.602;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;9;True;91.6;0.919789;275.02;281.56;4.767125;4.4;;90.9;0.913884;272.68;280.48;4.718092;4.3;;98.6;0.986366;228.52;216.33;6.258394;6.2;;98.5;0.985543;231.49;217.38;6.334164;6.2;;88.9;0.889012;249.74;253.93;5.061167;4.5;;92.8;0.930324;263.29;269.68;5.5495;5.2;;86.6;0.862367;244.62;247.98;4.876667;4.2;;98.8;0.98733;212.69;210.71;5.854113;5.8;;96.0;0.958362;288.47;287.79;5.049293;4.8;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516300;Sumé;255600.848;14889.95;226700.088;13206.34;201612.557;11792.97;16300.618;13986.715;66146.778;88063.626;184497.737;17114.82;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;77.0;0.771481;274.56;277.55;4.700634;3.6;;77.0;0.771481;274.56;277.55;4.700634;3.6;;98.2;0.980533;209.05;205.41;5.688284;5.6;;98.2;0.980533;209.05;205.41;5.688284;5.6;;96.3;0.964666;254.54;266.87;5.356833;5.2;;96.3;0.964666;254.54;266.87;5.356833;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516409;Tacima;106669.944;13317.1;94201.532;11760.49;91865.362;8333.21;10360.27;2338.14;18323.412;57466.354;88488.177;3377.185;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;80.3;0.822072;277.31;274.49;4.693449;3.9;;80.3;0.822072;277.31;274.49;4.693449;3.9;;99.3;0.992361;196.52;187.02;5.114798;5.1;;99.3;0.992361;196.52;187.02;5.114798;5.1;;87.3;0.873115;224.76;219.51;4.071167;3.6;;92.3;0.922637;219.84;219.48;3.988667;3.7;;73.2;0.725418;232.4;219.55;4.199167;3.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516508;Taperoá;169781.047;12068.6;150681.798;10710.96;139501.419;8997.19;16213.774;6996.55;31296.457;79123.107;133629.888;5871.531;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;84.1;0.842654;265.7;277.62;4.577244;3.9;;84.1;0.842654;265.7;277.62;4.577244;3.9;;98.4;0.98294;192.55;179.79;4.90758;4.8;;98.4;0.98294;192.55;179.79;4.90758;4.8;;92.3;0.92216;235.3;241.41;4.611833;4.3;;94.8;0.94009;230.94;242.19;4.552167;4.3;;87.4;0.891683;237.45;241.03;4.641333;4.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516607;Tavares;167332.902;11866.74;154106.12;10928.74;140211.081;9479.49;12132.654;6711.879;33604.863;80805.531;133254.927;6956.154;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;5;True;;;;;;;;;;;;;;;98.3;0.983775;217.42;205.85;5.856017;5.8;;98.3;0.983775;217.42;205.85;5.856017;5.8;;89.8;0.899836;251.97;250.51;5.041333;4.5;;89.6;0.899194;249.37;244.88;4.904167;4.4;;100.0;1.0;262.37;272.99;5.589333;5.6;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516706;Teixeira;222478.776;15205.99;188082.159;12855.04;169461.384;11052.07;19488.144;10863.055;45817.426;85098.551;161267.177;8194.207;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;80.2;0.808167;279.13;292.07;4.982185;4.0;;80.2;0.808167;279.13;292.07;4.982185;4.0;;99.7;0.996374;205.53;197.67;5.480381;5.5;;99.7;0.996374;205.53;197.67;5.480381;5.5;;89.1;0.889978;229.64;231.42;4.351;3.9;;94.5;0.943262;233.45;234.86;4.471833;4.2;;78.8;0.766828;225.2;227.41;4.210167;3.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516755;Tenório;40231.265;13564.15;36698.682;12373.12;34674.924;11174.65;2392.614;2660.856;7403.9;20746.128;33203.498;1471.426;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias extrativas;6;True;91.1;0.912909;260.53;268.19;4.363464;4.0;;91.1;0.912909;260.53;268.19;4.363464;4.0;;97.4;0.975964;190.5;176.53;4.809185;4.7;;97.4;0.975964;190.5;176.53;4.809185;4.7;;87.3;0.874941;226.45;236.06;4.375167;3.8;;87.3;0.874941;226.45;236.06;4.375167;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516805;Triunfo;121796.408;12312.62;102133.639;10324.87;87702.477;9258.15;9613.415;3413.375;21262.964;49149.983;83439.737;4262.74;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;95.3;0.954438;263.57;261.18;4.30122;4.1;;95.3;0.954438;263.57;261.18;4.30122;4.1;;99.6;0.995976;214.19;194.1;5.580739;5.6;;99.6;0.995976;214.19;194.1;5.580739;5.6;;85.6;0.856779;245.56;251.51;4.951167;4.2;;85.0;0.856737;237.52;250.98;4.808333;4.1;;90.4;0.908875;262.98;252.67;5.260833;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2516904;Uiraúna;245509.735;16444.05;219080.488;14673.84;193070.808;12572.99;10424.853;9357.598;74775.514;83405.241;177963.206;15107.601;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;83.2;0.837573;240.24;252.85;3.848851;3.2;;83.2;0.837573;240.24;252.85;3.848851;3.2;;97.4;0.974221;194.05;186.1;5.050933;4.9;;97.4;0.973215;190.16;179.84;4.862879;4.7;;81.3;0.813002;237.32;239.07;4.6065;3.7;;87.8;0.879058;234.98;238.07;4.550833;4.0;;67.7;0.656657;241.77;240.97;4.712333;3.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2517001;Umbuzeiro;118557.079;12993.98;95803.915;10500.21;91269.936;9206.17;9467.448;2949.482;18011.191;57628.584;88056.705;3213.231;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;95.2;0.959172;259.85;247.53;4.044632;3.9;;95.2;0.959172;259.85;247.53;4.044632;3.9;;99.2;0.991832;227.05;212.74;6.165068;6.1;;99.2;0.991832;227.05;212.74;6.165068;6.1;;95.9;0.957701;237.94;246.12;4.734333;4.5;;95.9;0.957701;237.94;246.12;4.734333;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2517100;Várzea;46408.077;17394.33;41254.581;15462.74;37673.128;13126.53;5317.595;2205.718;7903.573;20789.148;36216.035;1457.093;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;100.0;1.0;281.48;284.16;4.896777;4.9;;100.0;1.0;281.48;284.16;4.896777;4.9;;98.7;0.981298;262.13;236.83;7.272534;7.1;;98.7;0.981298;262.13;236.83;7.272534;7.1;;97.8;0.976571;259.47;247.74;5.120167;5.0;;97.8;0.976571;259.47;247.74;5.120167;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2517209;Vieirópolis;59242.478;12179.79;49371.042;10150.3;52850.64;9796.23;4882.405;5209.317;10697.168;29963.913;50752.802;2097.837;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;100.0;1.0;286.38;272.53;4.791496;4.8;;100.0;1.0;286.38;272.53;4.791496;4.8;;100.0;1.0;238.22;225.14;6.60369;6.6;;100.0;1.0;238.22;225.14;6.60369;6.6;;100.0;1.0;266.49;270.58;5.617833;5.6;;100.0;1.0;266.49;270.58;5.617833;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
