region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4
3;Sudeste;31;MG;Minas Gerais;3165800;Senador José Bento;43394.782;20983.94;44947.005;21734.53;35501.088;24965.6;12155.509;1013.22;8613.417;12547.154;34329.299;1171.789;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;91.8;0.918104;258.95;273.4;4.419267;4.1;;91.8;0.918104;258.95;273.4;4.419267;4.1;;;;;;;;;100.0;1.0;256.69;256.08;5.212833;5.2;;100.0;1.0;238.83;236.15;6.815514;6.8;;100.0;1.0;238.83;236.15;6.815514;6.8;;100.0;1.0;256.69;256.08;5.212833;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3165909;Senador Modestino Gonçalves;92678.688;23123.43;86654.175;21620.3;92203.567;22732.63;44693.058;7205.492;14778.22;23248.431;89925.202;2278.365;Produção florestal, pesca e aquicultura;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;89.1;0.882367;267.22;267.95;4.453832;3.9;;89.1;0.882367;267.22;267.95;4.453832;3.9;;86.7;0.861451;262.92;248.99;5.1985;4.5;;86.7;0.861451;262.92;248.99;5.1985;4.5;;100.0;1.0;221.66;212.59;6.059478;6.1;;100.0;1.0;221.66;212.59;6.059478;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3166006;Senhora de Oliveira;91127.597;16620.02;86520.609;15779.79;81065.132;14010.57;15271.633;2370.613;30171.949;29598.989;77413.185;3651.947;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;94.7;0.944308;290.53;292.77;5.152776;4.9;;94.7;0.944308;290.53;292.77;5.152776;4.9;;94.1;0.932716;275.07;262.9;5.632833;5.3;;94.1;0.932716;275.07;262.9;5.632833;5.3;;98.7;0.986064;246.37;230.43;6.855407;6.8;;98.7;0.986064;246.37;230.43;6.855407;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3166105;Senhora do Porto;56070.04;18281.72;50946.215;16611.09;49707.906;14137.63;12440.352;4355.861;10440.533;20670.41;47907.156;1800.75;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;95.6;0.944625;264.45;258.06;4.266873;4.0;;95.6;0.944625;264.45;258.06;4.266873;4.0;;95.3;0.952469;235.52;237.0;4.542;4.3;;95.3;0.952469;235.52;237.0;4.542;4.3;;100.0;1.0;204.91;205.09;5.603458;5.6;;100.0;1.0;204.91;205.09;5.603458;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3166204;Senhora dos Remédios;138814.202;13368.09;126898.207;12220.55;115730.758;11049.34;21098.215;9992.363;32379.062;48125.986;111595.625;4135.132;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;93.3;0.932304;272.88;277.15;4.671051;4.4;;93.3;0.932304;272.88;277.15;4.671051;4.4;;98.5;0.984798;261.77;260.23;5.366667;5.3;;98.5;0.984798;261.77;260.23;5.366667;5.3;;;;;;;;;100.0;1.0;249.05;231.05;6.917824;6.9;;;;;;;;;100.0;1.0;249.05;231.05;6.917824;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3166303;Sericita;156437.638;21298.52;175838.331;23939.87;104954.255;14298.94;31449.403;6949.086;26324.508;36422.266;101145.263;3808.993;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;79.9;0.80936;270.35;268.36;4.50393;3.6;;79.9;0.80936;270.35;268.36;4.50393;3.6;;85.7;0.856019;258.03;255.99;5.233667;4.5;;85.7;0.856019;258.03;255.99;5.233667;4.5;;99.8;0.997984;234.17;211.73;6.282582;6.3;;99.8;0.997984;234.17;211.73;6.282582;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3166402;Seritinga;54766.412;30107.98;48147.142;26469.02;45220.542;24351.4;10423.79;3214.117;13820.305;14946.837;42405.048;2815.494;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;100.0;1.0;282.68;292.03;5.031446;5.0;;100.0;1.0;282.68;292.03;5.031446;5.0;;;;;;;;;96.6;0.96852;266.52;263.97;5.508167;5.3;;95.0;0.956545;249.26;229.42;6.892196;6.6;;95.0;0.956545;249.26;229.42;6.892196;6.6;;96.6;0.96852;266.52;263.97;5.508167;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3166501;Serra Azul de Minas;56048.56;14780.74;48541.55;12801.04;45048.177;10495.85;5920.821;1454.281;10373.545;26019.906;43768.553;1279.624;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;4;True;90.0;0.893442;265.16;266.89;4.409031;3.9;;90.0;0.893442;265.16;266.89;4.409031;3.9;;;;;;;;;;;;;;;;;;;;;;;100.0;1.0;225.18;220.58;6.271926;6.3;;;;;;;;;100.0;1.0;225.18;220.58;6.271926;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3166600;Serra da Saudade;25561.612;30686.21;22517.661;27032.01;21916.026;28425.46;7917.936;815.731;4107.786;8459.631;21301.084;614.942;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;2;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;1.0;220.39;214.55;6.070878;6.1;;100.0;1.0;220.39;214.55;6.070878;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3166709;Serra dos Aimorés;159078.68;22908.8;152030.194;21893.75;93121.949;10673.0;15706.23;3800.173;27950.186;41593.68;89050.268;4071.681;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;91.3;0.915076;257.46;260.01;4.197891;3.8;;91.3;0.915076;257.46;260.01;4.197891;3.8;;91.6;0.917221;236.99;244.42;4.690167;4.3;;91.6;0.917221;236.99;244.42;4.690167;4.3;;100.0;1.0;212.94;210.81;5.860702;5.9;;99.8;0.99778;197.83;190.99;5.21198;5.2;;;;;;;;;99.1;0.995106;186.49;176.14;4.725568;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3166808;Serra do Salitre;898489.496;76136.73;882063.9;74744.84;983425.484;83695.79;429055.852;266284.999;189779.398;72239.222;957359.471;26066.013;Agricultura, inclusive apoio à agricultura e a pós colheita;Indústrias extrativas;Demais serviços;6;True;91.9;0.923889;275.97;287.28;4.866096;4.5;;91.9;0.923889;275.97;287.28;4.866096;4.5;;98.6;0.985412;255.76;261.21;5.282833;5.2;;98.6;0.985412;255.76;261.21;5.282833;5.2;;100.0;1.0;228.58;226.18;6.43863;6.4;;100.0;1.0;228.58;226.18;6.43863;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3166907;Serrania;202564.574;26579.79;200224.291;26272.71;161679.666;21087.74;43774.728;16632.346;53050.532;38186.255;151643.861;10035.805;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;85.4;0.852549;268.48;260.1;4.354013;3.7;;85.4;0.852549;268.48;260.1;4.354013;3.7;;94.2;0.942638;256.92;263.19;5.335167;5.0;;94.2;0.942638;256.92;263.19;5.335167;5.0;;99.3;0.993733;236.63;212.77;6.348438;6.3;;99.3;0.993733;236.63;212.77;6.348438;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3166956;Serranópolis de Minas;61270.987;13928.39;53002.323;12048.72;47444.978;9810.79;6297.105;1643.017;9530.097;28681.387;46151.607;1293.372;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;92.8;0.93668;266.87;257.82;4.297269;4.0;;92.8;0.93668;266.87;257.82;4.297269;4.0;;96.5;0.969132;241.97;252.56;4.908833;4.8;;96.5;0.966168;241.97;252.56;4.908833;4.7;;100.0;1.0;225.17;222.98;6.315372;6.3;;100.0;1.0;225.17;222.98;6.315372;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3167004;Serranos;48320.015;24281.41;43206.698;21711.91;38551.231;19780.01;13493.094;723.025;9084.046;14159.883;37460.048;1091.183;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;93.2;0.935863;304.26;292.3;5.338577;5.0;;93.2;0.935863;304.26;292.3;5.338577;5.0;;;;;;;;;98.8;0.988892;249.99;250.72;5.011833;5.0;;99.0;0.992374;225.92;204.83;5.999685;6.0;;99.0;0.992374;225.92;204.83;5.999685;6.0;;98.8;0.988892;249.99;250.72;5.011833;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3167103;Serro;386923.235;17625.88;335210.328;15270.15;292377.507;13979.32;29268.096;15126.924;131430.484;98070.465;273895.968;18481.538;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;89.6;0.901359;254.74;249.38;4.000557;3.6;;89.6;0.901359;254.74;249.38;4.000557;3.6;;95.3;0.951812;233.77;235.01;4.479667;4.3;;95.3;0.951812;233.77;235.01;4.479667;4.3;;;;;;;;;99.8;0.998396;222.46;206.8;5.969473;6.0;;;;;;;;;99.8;0.997591;222.46;206.8;5.969473;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3167202;Sete Lagoas;14904465.169;65543.81;14818543.883;65176.57;12655800.107;51878.66;36540.813;4824683.688;4365733.225;1241707.397;10468665.123;2187134.984;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;85.5;0.862433;272.55;275.6;4.643212;4.0;;85.5;0.862433;272.55;275.6;4.643212;4.0;;91.0;0.910423;250.69;252.28;5.0495;4.6;;90.2;0.902213;247.43;249.15;4.943;4.5;;99.8;0.998195;202.7;195.26;5.382555;5.4;;99.7;0.997196;216.51;207.54;5.869378;5.9;;88.2;0.882913;236.14;238.29;4.573833;4.0;;99.6;0.996194;227.31;217.14;6.25003;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3167301;Silveirânia;45006.943;19374.49;39513.264;17009.58;35130.65;15496.54;7446.983;1339.447;9250.274;15989.587;34026.29;1104.36;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;95.3;0.952389;301.91;303.57;5.474284;5.2;;95.3;0.952389;301.91;303.57;5.474284;5.2;;89.9;0.883808;264.32;260.13;5.4075;4.8;;89.9;0.883808;264.32;260.13;5.4075;4.8;;97.0;0.971375;259.47;243.91;7.350498;7.1;;97.0;0.971375;259.47;243.91;7.350498;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3167400;Silvianópolis;178703.091;28921.04;158829.277;25704.69;141499.83;22611.03;46269.499;16462.241;38519.701;31657.859;132909.3;8590.53;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;89.0;0.890272;265.92;269.38;4.45698;4.0;;89.0;0.890272;265.92;269.38;4.45698;4.0;;93.1;0.932698;243.46;241.86;4.755333;4.4;;93.1;0.932698;243.46;241.86;4.755333;4.4;;98.7;0.986064;238.15;224.41;6.589082;6.5;;98.7;0.986064;238.15;224.41;6.589082;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3167509;Simão Pereira;116089.197;39392.33;107886.051;36608.77;103932.604;39653.8;5115.899;57551.953;16921.878;19403.889;98993.62;4938.984;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;4;True;;;;;;;;;;;;;;;;;;;;;;82.1;0.803363;253.38;244.56;4.965667;4.0;;89.0;0.895068;192.72;187.61;5.053006;4.5;;89.0;0.895068;192.72;187.61;5.053006;4.5;;82.1;0.803363;253.38;244.56;4.965667;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3167608;Simonésia;371229.958;18796.45;494706.337;25048.42;285218.741;14380.29;89366.306;10441.813;82459.588;90283.755;272551.462;12667.279;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;8;True;86.3;0.876913;270.39;270.71;4.539671;4.0;;86.3;0.876913;270.39;270.71;4.539671;4.0;;92.5;0.924065;231.1;236.4;4.458333;4.1;;92.8;0.927103;236.91;240.07;4.616333;4.3;;99.2;0.992394;222.34;207.77;5.984819;5.9;;99.4;0.993797;216.71;200.28;5.741194;5.7;;93.3;0.936828;258.32;253.6;5.198667;4.9;;99.7;0.997984;210.96;192.61;5.492007;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3167707;Sobrália;82141.47;15990.16;72625.539;14137.73;67350.421;12299.2;10685.736;2431.587;21543.474;30350.064;65010.861;2339.561;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;84.0;0.836812;292.55;294.26;5.203452;4.4;;84.0;0.836812;292.55;294.26;5.203452;4.4;;93.8;0.938394;258.68;257.22;5.265;4.9;;93.7;0.936611;258.68;257.22;5.265;4.9;;99.6;0.996141;224.96;212.1;6.113546;6.1;;99.6;0.996141;224.96;212.1;6.113546;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3167806;Soledade de Minas;104146.834;18554.58;95263.237;16971.89;81837.055;13144.4;17220.369;4340.085;26110.871;30951.368;78622.692;3214.363;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;92.6;0.930569;252.91;254.1;4.045513;3.8;;92.6;0.930569;252.91;254.1;4.045513;3.8;;97.7;0.977783;271.59;272.84;5.7405;5.6;;97.7;0.977783;271.59;272.84;5.7405;5.6;;98.7;0.985841;250.9;229.67;6.928039;6.8;;98.7;0.985841;250.9;229.67;6.928039;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3167905;Tabuleiro;86584.822;21570.71;79867.627;19897.27;65696.603;17905.86;8927.684;7438.919;23220.147;21109.372;60696.123;5000.48;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;90.4;0.911951;251.3;267.83;4.22844;3.9;;90.4;0.911951;251.3;267.83;4.22844;3.9;;87.0;0.873048;245.35;244.77;4.835333;4.2;;87.0;0.873048;245.35;244.77;4.835333;4.2;;97.5;0.972632;213.86;205.02;5.772987;5.6;;97.5;0.972632;213.86;205.02;5.772987;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3168002;Taiobeiras;705372.64;21342.59;618917.813;18726.71;557220.6;16080.01;59332.219;42629.54;251983.675;163118.522;517063.956;40156.644;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;8;True;88.0;0.883448;270.91;275.07;4.612244;4.1;;88.0;0.883448;270.91;275.07;4.612244;4.1;;97.6;0.975684;264.71;266.73;5.524;5.4;;97.8;0.97827;264.13;265.28;5.490167;5.4;;99.9;0.999399;234.12;218.71;6.408537;6.4;;100.0;0.999399;233.63;218.99;6.404277;6.4;;99.6;0.996463;260.13;255.32;5.2575;5.2;;100.0;1.0;226.69;223.0;6.344743;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3168051;Taparuba;59981.029;17709.19;55723.404;16452.14;49070.654;15865.07;13213.582;1818.336;11647.474;20834.641;47514.032;1556.622;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;99.2;0.993585;280.68;283.2;4.87117;4.8;;99.2;0.993585;280.68;283.2;4.87117;4.8;;100.0;1.0;263.6;260.28;5.398;5.4;;100.0;1.0;258.2;250.44;5.144;5.1;;100.0;1.0;241.33;229.98;6.751042;6.8;;100.0;1.0;241.33;229.98;6.751042;6.8;;100.0;1.0;245.06;226.54;4.526667;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3168101;Tapira;631715.634;153403.51;643070.613;156160.91;688691.867;140836.78;123205.144;366086.557;99238.505;40079.212;628609.418;60082.448;Indústrias extrativas;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;85.1;0.853845;308.35;306.03;5.60156;4.8;;85.1;0.853845;308.35;306.03;5.60156;4.8;;;;;;;;;86.3;0.857911;285.56;279.79;6.089167;5.2;;90.0;0.899155;236.92;216.03;6.413245;5.8;;90.0;0.899155;236.92;216.03;6.413245;5.8;;86.3;0.857911;285.56;279.79;6.089167;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3168200;Tapiraí;70280.891;41586.33;67094.676;39700.99;56049.629;29989.1;31754.027;1586.054;8740.518;12889.62;54970.218;1079.411;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;4;True;100.0;1.0;280.64;280.22;4.825997;4.8;;100.0;1.0;280.64;280.22;4.825997;4.8;;;;;;;;;;;;;;;;97.7;0.983394;211.78;210.84;5.83911;5.7;;97.7;0.983394;211.78;210.84;5.83911;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3168309;Taquaraçu de Minas;84702.935;20052.78;76507.268;18112.52;65922.909;16000.71;7554.998;7523.628;21954.291;25191.426;62224.342;3698.567;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;4;True;80.0;0.817931;274.97;263.91;4.502201;3.7;;80.0;0.817931;274.97;263.91;4.502201;3.7;;;;;;;;;;;;;;;;95.9;0.955518;230.73;220.88;6.383297;6.1;;95.9;0.955518;230.73;220.88;6.383297;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3168408;Tarumirim;236378.043;16070.3;195705.852;13305.18;188289.065;13185.51;27694.094;7833.511;72973.962;70875.291;179376.858;8912.207;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;91.9;0.921723;281.36;280.83;4.845242;4.5;;91.9;0.921723;281.36;280.83;4.845242;4.5;;95.2;0.951673;271.16;267.82;5.649667;5.4;;92.7;0.927503;271.16;267.82;5.649667;5.2;;100.0;1.0;254.67;229.83;7.002895;7.0;;100.0;1.0;227.92;218.38;6.284217;6.3;;;;;;;;;100.0;1.0;222.05;215.87;6.126557;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3168507;Teixeiras;220040.203;17955.14;227664.584;18577.28;191264.35;16375.37;23938.642;27362.0;71403.333;58481.277;181185.253;10079.098;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias extrativas;7;True;93.8;0.940901;297.01;295.03;5.27762;5.0;;93.8;0.940901;297.01;295.03;5.27762;5.0;;93.8;0.937578;257.94;257.68;5.260333;4.9;;93.8;0.937578;257.94;257.68;5.260333;4.9;;99.3;0.993169;241.01;223.96;6.63548;6.6;;99.3;0.992385;232.95;218.0;6.3733;6.3;;;;;;;;;99.1;0.985841;210.21;201.18;5.633512;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3168606;Teófilo Otoni;3540247.727;25762.62;3051476.014;22205.8;2952019.65;20896.44;90726.949;368265.853;1572586.047;647157.249;2678736.099;273283.551;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;8;True;85.6;0.859767;270.43;279.8;4.676311;4.0;;86.5;0.868852;270.43;279.8;4.676311;4.1;;82.0;0.818988;237.08;243.04;4.668667;3.8;;82.9;0.828156;246.11;249.48;4.9265;4.1;;95.9;0.959836;221.17;213.34;6.063763;5.8;;97.8;0.978085;215.06;208.1;5.851888;5.7;;85.3;0.856363;280.13;273.75;5.898;5.1;;99.6;0.996396;209.27;203.14;5.65121;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3168705;Timóteo;4648991.987;56987.61;5458822.244;66914.55;5609602.225;61462.97;1663.028;3162255.453;1274688.917;442652.786;4881260.185;728342.04;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;9;True;79.5;0.8;279.13;282.5;4.838921;3.9;;80.5;0.810933;288.88;288.46;5.065081;4.1;;91.6;0.915295;251.67;256.9;5.142833;4.7;;90.3;0.902546;263.29;264.23;5.458667;4.9;;99.5;0.994778;227.4;215.51;6.222111;6.2;;99.5;0.995191;236.56;227.35;6.612193;6.6;;89.2;0.89216;272.28;269.9;5.703;5.1;;99.5;0.995194;246.39;240.05;7.030697;7.0;;88.4;0.896482;372.18;339.42;6.997899;6.3;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3168804;Tiradentes;297551.372;38423.47;253014.984;32672.39;205615.225;25197.94;7230.271;15278.95;123434.623;43724.092;189667.935;15947.29;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;87.0;0.875315;268.58;263.67;4.408861;3.9;;87.0;0.875315;268.58;263.67;4.408861;3.9;;87.5;0.869646;242.72;227.54;4.504333;3.9;;87.5;0.869646;242.72;227.54;4.504333;3.9;;98.3;0.983486;225.48;208.66;6.060924;6.0;;98.3;0.983486;225.48;208.66;6.060924;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
