region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4
3;Sudeste;32;ES;Espírito Santo;3204302;Presidente Kennedy;7368210.798;537982.68;8179737.864;597235.53;6811823.205;580174.02;79635.721;5314481.342;1210278.626;147663.031;6752058.72;59764.485;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;;;;;;;;94.8;0.948216;217.24;205.68;5.849491;5.5;;94.8;0.948216;217.24;205.68;5.849491;5.5;;96.9;0.972852;278.9;274.08;4.709643;4.6;;96.9;0.972852;278.9;274.08;4.709643;4.6;;98.5;0.985363;244.31;247.46;4.862833;4.8;;;;;;;;;98.5;0.985363;244.31;247.46;4.862833;4.8;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204351;Rio Bananal;787897.981;40878.8;652400.067;33850.47;525681.107;27099.76;175742.674;41861.657;151292.969;112715.165;481612.466;44068.642;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;;;;;;;;96.1;0.961466;224.69;214.93;6.159848;5.9;;96.1;0.961466;224.69;214.93;6.159848;5.9;;94.2;0.944228;287.92;288.7;5.055191;4.8;;94.2;0.944228;287.92;288.7;5.055191;4.8;;92.9;0.932098;253.56;255.24;5.146667;4.8;;;;;;;;;92.9;0.932098;253.56;255.24;5.146667;4.8;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204401;Rio Novo do Sul;293578.773;26522.61;260345.01;23520.19;229880.925;19766.2;24299.711;49109.121;69442.069;62273.134;205124.036;24756.89;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;6;True;94.4;0.944735;265.13;264.55;5.494667;5.2;;94.5;0.943539;243.04;230.78;6.798221;6.4;;94.5;0.943539;243.04;230.78;6.798221;6.4;;96.1;0.961007;288.94;287.93;5.05799;4.9;;96.1;0.961007;288.94;287.93;5.05799;4.9;;;;;;;;;;;;;;;;94.4;0.944735;265.13;264.55;5.494667;5.2;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204500;Santa Leopoldina;439644.34;33545.27;362244.026;27639.56;330157.047;27126.53;117176.061;87154.095;56320.18;59920.472;320570.807;9586.24;Agricultura, inclusive apoio à agricultura e a pós colheita;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.3;0.993631;255.13;252.04;5.1195;5.1;;96.8;0.968362;224.62;205.73;5.991239;5.8;;96.8;0.968362;224.62;205.73;5.991239;5.8;;94.2;0.942323;263.66;264.55;4.352933;4.1;;94.2;0.942323;263.66;264.55;4.352933;4.1;;;;;;;;;;;;;;;;96.8;0.970002;255.13;252.04;5.1195;5.0;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204559;Santa Maria de Jetibá;2592684.786;62270.27;1960529.023;47087.35;1631411.538;39227.94;763735.756;99789.799;416144.111;233159.055;1512828.722;118582.816;Pecuária, inclusive apoio à pecuária;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;9;True;96.0;0.960619;293.42;281.4;6.247;6.0;;96.4;0.964433;236.97;223.58;6.551472;6.3;;97.7;0.977497;243.28;233.55;6.853164;6.7;;94.7;0.949709;309.49;306.14;5.619218;5.3;;97.1;0.972834;308.44;299.39;5.503423;5.4;;89.2;0.89945;275.09;269.83;5.748667;5.2;;99.2;0.992542;244.47;235.44;6.910238;6.9;;93.9;0.941266;291.56;280.22;6.196333;5.8;;88.5;0.886641;311.73;320.56;5.866547;5.2;
3;Sudeste;32;ES;Espírito Santo;3204609;Santa Teresa;820679.169;35982.08;692568.844;30365.17;577198.455;24198.15;119838.975;38902.663;243491.846;125595.986;527829.469;49368.985;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;98.6;0.98539;289.88;286.07;6.265833;6.2;;99.8;0.998187;249.8;243.51;7.158683;7.1;;99.8;0.99839;249.51;241.64;7.119149;7.1;;89.3;0.891702;309.26;306.54;5.621976;5.0;;89.8;0.898423;312.23;303.77;5.622222;5.1;;93.8;0.938658;292.11;292.24;6.405833;6.0;;100.0;1.0;246.92;224.81;6.763721;6.8;;95.0;0.950825;291.43;290.35;6.363;6.1;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204658;São Domingos do Norte;391544.913;45586.79;343509.797;39994.15;331338.381;37932.27;55152.365;116234.009;69996.879;50699.012;292082.265;39256.115;Indústrias de transformação;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;99.2;0.987013;251.8;257.13;5.148833;5.1;;99.8;0.998187;232.12;222.35;6.436551;6.4;;99.8;0.998187;232.12;222.35;6.436551;6.4;;98.7;0.986533;265.72;253.39;4.2148;4.2;;98.7;0.986533;265.72;253.39;4.2148;4.2;;96.9;0.969608;255.76;261.46;5.287;5.1;;;;;;;;;97.5;0.975942;253.75;259.26;5.216833;5.1;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204708;São Gabriel da Palha;988351.287;30644.65;884873.384;27436.23;762077.91;19497.96;90351.499;100421.035;323503.999;181266.447;695542.98;66534.931;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;99.0;0.989686;274.42;279.24;5.894333;5.8;;98.2;0.982757;238.33;229.65;6.68779;6.6;;98.3;0.983962;238.33;229.65;6.68779;6.6;;96.5;0.966648;287.85;290.8;5.085645;4.9;;96.5;0.966648;287.85;290.8;5.085645;4.9;;85.7;0.85617;261.99;265.76;5.4625;4.7;;;;;;;;;91.4;0.914019;268.2;272.5;5.678333;5.2;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204807;São José do Calçado;230811.784;21218.22;202543.697;18619.57;203594.089;19323.66;26777.123;42192.59;63285.264;58880.734;191135.71;12458.379;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;7;True;98.9;0.98374;254.84;249.86;5.078333;5.0;;97.2;0.971216;213.44;204.33;5.752426;5.6;;97.2;0.971216;213.44;204.33;5.752426;5.6;;99.6;0.996306;264.53;254.08;4.208416;4.2;;99.6;0.996306;264.53;254.08;4.208416;4.2;;97.7;0.977984;259.93;257.01;5.282333;5.2;;;;;;;;;97.9;0.979193;257.37;253.41;5.179667;5.1;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204906;São Mateus;4355437.433;35194.89;3451217.848;27888.63;2947650.103;21894.61;365620.981;393964.124;1231894.716;657970.011;2649449.833;298200.27;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;99.4;0.993487;262.48;269.52;5.533333;5.5;;92.4;0.923719;214.82;207.49;5.836217;5.4;;93.2;0.931144;218.88;210.67;5.971516;5.6;;97.4;0.981075;281.72;283.42;4.88907;4.8;;97.5;0.975934;281.72;283.42;4.88907;4.8;;80.1;0.803952;248.16;245.85;4.900167;3.9;;99.8;0.998187;242.14;228.88;6.7465;6.7;;86.8;0.869481;254.3;256.0;5.171667;4.5;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204955;São Roque do Canaã;301801.416;27723.81;275507.037;25308.38;228984.853;18170.52;46456.677;23934.52;77020.844;61346.329;208758.37;20226.482;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;99.7;0.996463;249.26;258.68;5.132333;5.1;;100.0;1.0;256.85;243.4;7.291225;7.3;;100.0;1.0;249.45;236.9;7.031822;7.0;;100.0;1.0;278.73;274.16;4.708453;4.7;;100.0;1.0;278.73;274.16;4.708453;4.7;;100.0;1.0;286.34;258.07;5.740167;5.7;;100.0;1.0;237.9;226.74;6.626675;6.6;;99.8;0.997735;259.79;258.51;5.305;5.3;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3205002;Serra;37649154.625;72311.41;34774776.511;66791.21;37279144.225;69451.52;34538.545;13151397.535;13219109.741;2403064.842;28808110.663;8471033.562;Indústrias de transformação;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;97.1;0.971695;253.78;258.91;5.2115;5.1;;95.1;0.951298;212.24;205.82;5.756616;5.5;;95.7;0.957179;215.43;208.93;5.87404;5.6;;92.4;0.945452;273.87;281.04;4.743189;4.5;;92.4;0.945452;273.87;281.04;4.743189;4.5;;89.9;0.903114;248.73;251.14;4.997833;4.5;;98.8;0.98815;227.19;220.43;6.307558;6.2;;93.6;0.937152;251.6;255.55;5.119167;4.8;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3205010;Sooretama;911932.118;34409.94;707091.706;26680.69;667553.731;21342.6;108934.098;147048.116;173141.853;167169.596;596293.662;71260.069;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;6;True;;;;;;;;99.5;0.994779;205.97;203.21;5.589505;5.6;;99.5;0.994779;205.97;203.21;5.589505;5.6;;96.5;0.971224;270.45;275.55;4.612969;4.5;;96.5;0.971224;270.45;275.55;4.612969;4.5;;95.8;0.95882;241.29;247.06;4.805833;4.6;;;;;;;;;96.4;0.964309;241.29;247.06;4.805833;4.6;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3205036;Vargem Alta;523374.294;26753.27;455504.23;23283.97;430103.26;19749.44;47529.558;99401.195;130339.903;104647.683;381918.34;48184.92;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;7;True;95.8;0.957155;281.87;279.9;6.0295;5.8;;93.6;0.936773;236.02;222.22;6.508615;6.1;;93.6;0.936773;236.02;222.22;6.508615;6.1;;91.7;0.922271;300.01;306.49;5.491311;5.1;;91.7;0.922271;300.01;306.49;5.491311;5.1;;84.3;0.843085;273.45;272.56;5.766833;4.9;;;;;;;;;89.5;0.895607;277.27;275.89;5.886;5.3;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3205069;Venda Nova do Imigrante;945412.339;39671.53;798302.266;33498.48;702150.382;26795.54;77227.321;78059.85;332824.579;130696.52;618808.27;83342.112;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;97.3;0.973092;287.61;283.94;6.1925;6.0;;99.2;0.993123;234.2;225.44;6.532427;6.5;;99.3;0.993348;250.41;237.72;7.065051;7.0;;;;;;;;;94.6;0.947993;295.7;302.89;5.376886;5.1;;98.6;0.986647;278.58;274.01;5.8765;5.8;;99.3;0.993961;263.98;247.99;7.510748;7.5;;97.9;0.978617;283.89;279.85;6.062333;5.9;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3205101;Viana;5957535.596;81139.91;4100265.427;55844.43;4227430.22;52361.8;23017.283;586588.828;2057973.985;376829.234;3044409.33;1183020.89;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;98.3;0.983624;248.76;252.64;5.023333;4.9;;99.1;0.991575;229.36;218.12;6.30697;6.3;;99.1;0.991575;229.36;218.12;6.30697;6.3;;97.2;0.972822;269.59;274.19;4.580531;4.5;;97.0;0.972161;269.59;274.19;4.580531;4.5;;96.8;0.969098;249.24;251.42;5.011;4.9;;;;;;;;;97.1;0.971438;249.09;251.8;5.014833;4.9;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3205150;Vila Pavão;213352.292;23942.58;196503.325;22051.77;180641.332;19465.66;48464.066;24917.336;43543.829;53459.464;170384.696;10256.636;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;;;;;;;;99.5;0.994781;242.38;227.19;6.720353;6.7;;99.5;0.994781;242.38;227.19;6.720353;6.7;;94.6;0.956289;306.82;295.35;5.420191;5.2;;94.6;0.956289;306.82;295.35;5.420191;5.2;;98.0;0.980406;273.45;270.98;5.7405;5.6;;;;;;;;;98.4;0.984186;273.45;270.98;5.7405;5.6;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3205176;Vila Valério;615692.474;44849.39;525704.087;38294.3;434063.613;30861.26;168987.518;24505.154;129708.18;81636.33;404837.181;29226.433;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;97.1;0.97763;275.74;278.9;5.910667;5.8;;97.4;0.973544;234.57;222.09;6.478579;6.3;;97.8;0.978064;236.55;224.0;6.551093;6.4;;90.9;0.915507;286.43;283.38;4.954623;4.5;;90.9;0.915507;286.43;283.38;4.954623;4.5;;91.7;0.922406;263.85;259.05;5.381667;5.0;;99.0;0.99003;240.81;228.1;6.706936;6.6;;93.1;0.931235;268.35;266.56;5.581833;5.2;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3205200;Vila Velha;19711327.558;42143.26;16959024.537;36258.77;16305900.564;32056.9;25394.576;2493630.003;8047895.387;2136750.02;12703669.986;3602230.578;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;97.6;0.978414;252.65;259.13;5.196333;5.1;;99.0;0.990182;224.55;216.89;6.192813;6.1;;99.0;0.990182;224.55;216.89;6.192813;6.1;;95.7;0.970345;279.21;286.06;4.893338;4.7;;95.7;0.96982;279.21;286.06;4.893338;4.7;;97.3;0.973403;256.53;262.9;5.323833;5.2;;;;;;;;;97.3;0.973183;255.8;262.19;5.299833;5.2;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3205309;Vitória;28257606.334;87520.35;24203420.359;74963.59;31423977.893;85036.77;26153.77;9518402.708;13651258.406;1995343.806;25191158.689;6232819.204;Demais serviços;Indústrias extrativas;Comércio e reparação de veículos automotores e motocicletas;7;True;96.8;0.968198;234.55;240.24;4.579833;4.4;;97.0;0.970053;227.65;219.34;6.296518;6.1;;97.0;0.970053;227.65;219.34;6.296518;6.1;;93.0;0.908666;286.54;293.89;5.113503;4.6;;93.7;0.95447;286.54;293.89;5.113503;4.9;;92.8;0.930027;257.94;263.17;5.351833;5.0;;;;;;;;;93.0;0.931065;254.02;259.33;5.2225;4.9;;;;;;;;
